Date,Open,High,Low,Close
2020-09-10,6.8318,6.8414,6.8198,6.8318
2020-09-11,6.8333,6.8381,6.8267,6.8333
2020-09-12,6.8333,6.8381,6.8267,6.8333
2020-09-13,6.8333,6.8381,6.8267,6.8333
2020-09-14,6.8334,6.8334,6.8079,6.8334
2020-09-15,6.8091,6.8095,6.766,6.8091
2020-09-16,6.7803,6.7808,6.7469,6.7803
2020-09-17,6.7537,6.7786,6.7512,6.7537
2020-09-18,6.7641,6.7754,6.7418,6.7641
2020-09-19,6.7641,6.7754,6.7418,6.7641
2020-09-20,6.7641,6.7754,6.7418,6.7641
2020-09-21,6.768,6.8044,6.7561,6.768
2020-09-22,6.8037,6.8042,6.7634,6.8037
2020-09-23,6.7784,6.812,6.7771,6.7784
2020-09-24,6.8089,6.8325,6.8087,6.8089
2020-09-25,6.8277,6.8321,6.8091,6.8277
2020-09-26,6.8277,6.8321,6.8091,6.8277
2020-09-27,6.8277,6.8321,6.8091,6.8277
2020-09-28,6.8228,6.8267,6.8014,6.8228
2020-09-29,6.8108,6.8264,6.8076,6.8108
2020-09-30,6.8154,6.8162,6.789,6.8154
2020-10-01,6.7897,6.79,6.7893,6.7897
2020-10-02,6.7894,6.7898,6.7893,6.7894
2020-10-03,6.7894,6.7898,6.7893,6.7894
2020-10-04,6.7894,6.7898,6.7893,6.7894
2020-10-05,6.7898,6.7898,6.7897,6.7898
2020-10-06,6.7898,6.79,6.7895,6.7898
2020-10-07,6.7898,6.79,6.7893,6.7898
2020-10-08,6.7897,6.7898,6.7892,6.7897
2020-10-09,6.7892,6.7897,6.6923,6.7892
2020-10-10,6.7892,6.7897,6.6923,6.7892
2020-10-11,6.7892,6.7897,6.6923,6.7892
2020-10-12,6.6937,6.7533,6.6936,6.6937
2020-10-13,6.745,6.7595,6.7261,6.7444
2020-10-14,6.7455,6.7464,6.7059,6.7455
2020-10-15,6.7136,6.734,6.7105,6.7136
2020-10-16,6.7239,6.7246,6.6914,6.7239
2020-10-17,6.7239,6.7246,6.6914,6.7239
2020-10-18,6.7239,6.7246,6.6914,6.7239
2020-10-19,6.6966,6.7024,6.6744,6.6966
2020-10-20,6.6807,6.6922,6.6662,6.6807
2020-10-21,6.6752,6.6757,6.6376,6.6752
2020-10-22,6.65,6.6876,6.647,6.65
2020-10-23,6.6835,6.6916,6.6602,6.6835
2020-10-24,6.6835,6.6916,6.6602,6.6835
2020-10-25,6.6835,6.6916,6.6602,6.6835
2020-10-26,6.6858,6.7132,6.6782,6.6857
2020-10-27,6.7113,6.7227,6.6963,6.7113
2020-10-28,6.7044,6.729,6.704,6.7044
2020-10-29,6.7279,6.7283,6.6966,6.7279
2020-10-30,6.714,6.7144,6.671,6.714
2020-10-31,6.714,6.7144,6.671,6.714
2020-11-01,6.714,6.7144,6.671,6.714
2020-11-02,6.6917,6.6995,6.6794,6.6891
2020-11-03,6.6897,6.6957,6.6717,6.6897
2020-11-04,6.6765,6.7532,6.652,6.6766
2020-11-05,6.652,6.661,6.6025,6.652
2020-11-06,6.6052,6.6365,6.5993,6.6052
2020-11-07,6.6052,6.6365,6.5993,6.6052
2020-11-08,6.6052,6.6365,6.5993,6.6052
2020-11-09,6.6105,6.629,6.5719,6.6104
2020-11-10,6.6281,6.6286,6.5966,6.6281
2020-11-11,6.6148,6.631,6.5838,6.6148
2020-11-12,6.6308,6.6324,6.6063,6.6308
2020-11-13,6.6106,6.6254,6.5971,6.6106
2020-11-14,6.6106,6.6254,6.5971,6.6106
2020-11-15,6.6106,6.6254,6.5971,6.6106
2020-11-16,6.6054,6.6054,6.5605,6.6054
2020-11-17,6.5838,6.5842,6.547,6.5838
2020-11-18,6.5551,6.5638,6.5311,6.5551
2020-11-19,6.5595,6.5909,6.5511,6.5595
2020-11-20,6.5824,6.5825,6.5597,6.5824
2020-11-21,6.5824,6.5825,6.5597,6.5824
2020-11-22,6.5824,6.5825,6.5597,6.5824
2020-11-23,6.562,6.585,6.5546,6.5619
2020-11-24,6.5845,6.5916,6.5713,6.5845
2020-11-25,6.5902,6.5906,6.5658,6.5902
2020-11-26,6.5775,6.5782,6.555,6.5775
2020-11-27,6.5745,6.5828,6.5685,6.5745
2020-11-28,6.5745,6.5828,6.5685,6.5745
2020-11-29,6.5745,6.5828,6.5685,6.5745
2020-11-30,6.5759,6.5935,6.5645,6.576
2020-12-01,6.5778,6.5857,6.5594,6.5778
2020-12-02,6.5708,6.5713,6.5441,6.5708
2020-12-03,6.5624,6.5632,6.5418,6.5624
2020-12-04,6.5414,6.5511,6.5223,6.5414
2020-12-05,6.5414,6.5511,6.5223,6.5414
2020-12-06,6.5414,6.5511,6.5223,6.5414
2020-12-07,6.5306,6.542,6.5285,6.5306
2020-12-08,6.5287,6.5381,6.5164,6.5287
2020-12-09,6.5317,6.5442,6.5144,6.5317
2020-12-10,6.5422,6.5513,6.5347,6.5422
2020-12-11,6.5444,6.5473,6.5275,6.5444
2020-12-12,6.5444,6.5473,6.5275,6.5444
2020-12-13,6.5444,6.5473,6.5275,6.5444
2020-12-14,6.5457,6.5498,6.5323,6.5457
2020-12-15,6.5497,6.555,6.5355,6.5497
2020-12-16,6.5383,6.5447,6.5194,6.5383
2020-12-17,6.5313,6.5391,6.5195,6.5313
2020-12-18,6.5321,6.5437,6.5231,6.5321
2020-12-19,6.5321,6.5437,6.5231,6.5321
2020-12-20,6.5321,6.5437,6.5231,6.5321
2020-12-21,6.5367,6.5544,6.5367,6.536
2020-12-22,6.5482,6.5525,6.5326,6.5482
2020-12-23,6.5422,6.5541,6.5289,6.5422
2020-12-24,6.5396,6.5398,6.5196,6.5396
2020-12-25,6.529,6.5432,6.5196,6.529
2020-12-26,6.529,6.5432,6.5196,6.529
2020-12-27,6.529,6.5432,6.5196,6.529
2020-12-28,6.5408,6.5417,6.527,6.5408
2020-12-29,6.5356,6.5362,6.5185,6.5356
2020-12-30,6.53,6.5358,6.5145,6.53
2020-12-31,6.5222,6.5461,6.5056,6.5222
2021-01-01,6.5317,6.532,6.5315,6.5317
2021-01-02,6.5317,6.532,6.5315,6.5317
2021-01-03,6.5317,6.532,6.5315,6.5317
2021-01-04,6.5257,6.5257,6.4578,6.532
2021-01-05,6.4605,6.4662,6.4294,6.4605
2021-01-06,6.4552,6.4623,6.4437,6.4552
2021-01-07,6.4607,6.478,6.4465,6.4607
2021-01-08,6.4772,6.4774,6.4538,6.4772
2021-01-09,6.4772,6.4774,6.4538,6.4772
2021-01-10,6.4772,6.4774,6.4538,6.4772
2021-01-11,6.4744,6.4906,6.4675,6.4743
2021-01-12,6.4797,6.4799,6.4541,6.4797
2021-01-13,6.4629,6.4706,6.4513,6.4629
2021-01-14,6.467,6.4744,6.4599,6.467
2021-01-15,6.4731,6.4801,6.4548,6.4731
2021-01-16,6.4731,6.4801,6.4548,6.4731
2021-01-17,6.4731,6.4801,6.4548,6.4731
2021-01-18,6.4798,6.4961,6.4772,6.4797
2021-01-19,6.4914,6.4915,6.4694,6.4914
2021-01-20,6.4779,6.4781,6.4565,6.4779
2021-01-21,6.4654,6.4656,6.4509,6.4654
2021-01-22,6.4613,6.4841,6.4599,6.4614
2021-01-23,6.4613,6.4841,6.4599,6.4614
2021-01-24,6.4613,6.4841,6.4599,6.4614
2021-01-25,6.4809,6.4851,6.4726,6.4808
2021-01-26,6.4787,6.4788,6.4552,6.4787
2021-01-27,6.4637,6.4853,6.4512,6.4637
2021-01-28,6.4821,6.4924,6.4483,6.4821
2021-01-29,6.4484,6.4658,6.4178,6.4484
2021-01-30,6.4484,6.4658,6.4178,6.4484
2021-01-31,6.4484,6.4658,6.4178,6.4484
2021-02-01,6.4268,6.4686,6.4268,6.4268
2021-02-02,6.4675,6.4689,6.4435,6.4675
2021-02-03,6.4564,6.4617,6.449,6.4564
2021-02-04,6.4592,6.4708,6.4567,6.4592
2021-02-05,6.4707,6.4799,6.4602,6.4707
2021-02-06,6.4707,6.4799,6.4602,6.4707
2021-02-07,6.4707,6.4799,6.4602,6.4707
2021-02-08,6.4657,6.4657,6.4403,6.4657
2021-02-09,6.448,6.4524,6.4318,6.448
2021-02-10,6.4342,6.4573,6.4278,6.4342
2021-02-11,6.4572,6.4573,6.4569,6.4572
2021-02-12,6.4569,6.4575,6.4569,6.4569
2021-02-13,6.4569,6.4575,6.4569,6.4569
2021-02-14,6.4569,6.4575,6.4569,6.4569
2021-02-15,6.4573,6.4575,6.457,6.4572
2021-02-16,6.4572,6.4574,6.4564,6.4572
2021-02-17,6.4571,6.4576,6.4569,6.4571
2021-02-18,6.4576,6.4884,6.4409,6.4576
2021-02-19,6.4872,6.4875,6.4467,6.4872
2021-02-20,6.4872,6.4875,6.4467,6.4872
2021-02-21,6.4872,6.4875,6.4467,6.4872
2021-02-22,6.4858,6.4858,6.4512,6.4858
2021-02-23,6.4635,6.4695,6.4515,6.4631
2021-02-24,6.463,6.463,6.4443,6.463
2021-02-25,6.456,6.4565,6.4423,6.456
2021-02-26,6.4538,6.4807,6.4536,6.4538
2021-02-27,6.4538,6.4807,6.4536,6.4538
2021-02-28,6.4538,6.4807,6.4536,6.4538
2021-03-01,6.4742,6.4742,6.4535,6.4779
2021-03-02,6.4632,6.4741,6.4609,6.4632
2021-03-03,6.4695,6.4711,6.4535,6.4695
2021-03-04,6.4668,6.4708,6.4581,6.4668
2021-03-05,6.469,6.4973,6.4638,6.469
2021-03-06,6.469,6.4973,6.4638,6.469
2021-03-07,6.469,6.4973,6.4638,6.469
2021-03-08,6.4958,6.5301,6.4924,6.4957
2021-03-09,6.5246,6.5422,6.5034,6.5246
2021-03-10,6.5056,6.516,6.4946,6.5056
2021-03-11,6.5049,6.5052,6.4836,6.5049
2021-03-12,6.4927,6.5076,6.4716,6.493
2021-03-13,6.4927,6.5076,6.4716,6.493
2021-03-14,6.4927,6.5076,6.4716,6.493
2021-03-15,6.4985,6.5089,6.4889,6.4985
2021-03-16,6.4989,6.5056,6.4898,6.4989
2021-03-17,6.5049,6.5066,6.4895,6.505
2021-03-18,6.5032,6.5096,6.4829,6.5026
2021-03-19,6.5048,6.5172,6.499,6.5048
2021-03-20,6.5048,6.5172,6.499,6.5048
2021-03-21,6.5048,6.5172,6.499,6.5048
2021-03-22,6.499,6.5111,6.499,6.499
2021-03-23,6.5063,6.5166,6.499,6.5063
2021-03-24,6.5155,6.5255,6.5118,6.5149
2021-03-25,6.5147,6.5458,6.5147,6.5146
2021-03-26,6.5454,6.5454,6.5301,6.5448
2021-03-27,6.5454,6.5454,6.5301,6.5448
2021-03-28,6.5454,6.5454,6.5301,6.5448
2021-03-29,6.5405,6.572,6.5404,6.5405
2021-03-30,6.5686,6.5739,6.5558,6.5687
2021-03-31,6.571,6.5713,6.5435,6.571
2021-04-01,6.5517,6.5764,6.5517,6.5512
2021-04-02,6.5644,6.5671,6.5587,6.5644
2021-04-03,6.5644,6.5671,6.5587,6.5644
2021-04-04,6.5644,6.5671,6.5587,6.5644
2021-04-05,6.5665,6.5667,6.5657,6.5665
2021-04-06,6.5659,6.5661,6.5385,6.5659
2021-04-07,6.5385,6.5451,6.533,6.5385
2021-04-08,6.541,6.5513,6.5406,6.541
2021-04-09,6.55,6.5603,6.5436,6.55
2021-04-10,6.55,6.5603,6.5436,6.55
2021-04-11,6.55,6.5603,6.5436,6.55
2021-04-12,6.552,6.5589,6.5344,6.552
2021-04-13,6.5479,6.552,6.5375,6.5479
2021-04-14,6.5426,6.5435,6.5196,6.5426
2021-04-15,6.5281,6.5402,6.5176,6.5281
2021-04-16,6.5218,6.5327,6.5103,6.5213
2021-04-17,6.5218,6.5327,6.5103,6.5213
2021-04-18,6.5218,6.5327,6.5103,6.5213
2021-04-19,6.5111,6.5303,6.4978,6.5111
2021-04-20,6.5093,6.5093,6.4845,6.5093
2021-04-21,6.4985,6.5008,6.4844,6.4985
2021-04-22,6.49,6.4925,6.4774,6.49
2021-04-23,6.4903,6.4984,6.4809,6.4903
2021-04-24,6.4903,6.4984,6.4809,6.4903
2021-04-25,6.4903,6.4984,6.4809,6.4903
2021-04-26,6.4944,6.4944,6.4792,6.4944
2021-04-27,6.4845,6.4894,6.4731,6.4845
2021-04-28,6.4821,6.4892,6.4689,6.4821
2021-04-29,6.4779,6.478,6.4579,6.4779
2021-04-30,6.4712,6.4752,6.4572,6.4712
2021-05-01,6.4712,6.4752,6.4572,6.4712
2021-05-02,6.4712,6.4752,6.4572,6.4712
2021-05-03,6.4735,6.4735,6.4725,6.4735
2021-05-04,6.4728,6.4729,6.4728,6.4728
2021-05-05,6.4728,6.4728,6.4721,6.4728
2021-05-06,6.473,6.4823,6.4538,6.473
2021-05-07,6.4632,6.4647,6.4251,6.4632
2021-05-08,6.4632,6.4647,6.4251,6.4632
2021-05-09,6.4632,6.4647,6.4251,6.4632
2021-05-10,6.4315,6.4325,6.4037,6.4315
2021-05-11,6.4151,6.4314,6.4149,6.4151
2021-05-12,6.4284,6.456,6.4267,6.4283
2021-05-13,6.4552,6.4564,6.4437,6.4552
2021-05-14,6.4509,6.4512,6.4203,6.4509
2021-05-15,6.4509,6.4512,6.4203,6.4509
2021-05-16,6.4509,6.4512,6.4203,6.4509
2021-05-17,6.4361,6.4426,6.4275,6.4361
2021-05-18,6.4382,6.4384,6.4127,6.4382
2021-05-19,6.4242,6.4383,6.4159,6.4242
2021-05-20,6.434,6.4416,6.4315,6.434
2021-05-21,6.4339,6.4357,6.4227,6.4339
2021-05-22,6.4339,6.4357,6.4227,6.4339
2021-05-23,6.4339,6.4357,6.4227,6.4339
2021-05-24,6.4332,6.4384,6.414,6.4332
2021-05-25,6.4183,6.4186,6.3971,6.4183
2021-05-26,6.41,6.41,6.3859,6.41
2021-05-27,6.3907,6.3959,6.372,6.3907
2021-05-28,6.382,6.3834,6.3591,6.382
2021-05-29,6.382,6.3834,6.3591,6.382
2021-05-30,6.382,6.3834,6.3591,6.382
2021-05-31,6.3674,6.3729,6.3518,6.3674
2021-06-01,6.369,6.3831,6.3615,6.369
2021-06-02,6.3807,6.3899,6.3727,6.3807
2021-06-03,6.3801,6.4028,6.3758,6.3801
2021-06-04,6.4027,6.4111,6.3923,6.4027
2021-06-05,6.4027,6.4111,6.3923,6.4027
2021-06-06,6.4027,6.4111,6.3923,6.4027
2021-06-07,6.3943,6.4017,6.3854,6.3943
2021-06-08,6.3963,6.3995,6.3829,6.3963
2021-06-09,6.3995,6.4,6.3752,6.3995
2021-06-10,6.3865,6.3945,6.3734,6.3865
2021-06-11,6.3923,6.3979,6.3765,6.3923
2021-06-12,6.3923,6.3979,6.3765,6.3923
2021-06-13,6.3923,6.3979,6.3765,6.3923
2021-06-14,6.3977,6.3977,6.3972,6.3977
2021-06-15,6.3972,6.4063,6.3931,6.3972
2021-06-16,6.405,6.405,6.3926,6.405
2021-06-17,6.3967,6.4481,6.3962,6.3967
2021-06-18,6.4477,6.4521,6.4292,6.4474
2021-06-19,6.4477,6.4521,6.4292,6.4474
2021-06-20,6.4477,6.4521,6.4292,6.4474
2021-06-21,6.4521,6.4703,6.4471,6.4521
2021-06-22,6.4659,6.4803,6.4546,6.4659
2021-06-23,6.4803,6.4887,6.463,6.4803
2021-06-24,6.473,6.4812,6.4561,6.473
2021-06-25,6.471,6.4711,6.4502,6.471
2021-06-26,6.471,6.4711,6.4502,6.471
2021-06-27,6.471,6.4711,6.4502,6.471
2021-06-28,6.4463,6.4635,6.4456,6.4463
2021-06-29,6.4551,6.4675,6.4504,6.4551
2021-06-30,6.4631,6.4631,6.4448,6.4631
2021-07-01,6.4562,6.4681,6.4544,6.4562
2021-07-02,6.4676,6.4838,6.4635,6.4676
2021-07-03,6.4676,6.4838,6.4635,6.4676
2021-07-04,6.4676,6.4838,6.4635,6.4676
2021-07-05,6.4721,6.4721,6.4545,6.4721
2021-07-06,6.4628,6.4782,6.4527,6.4628
2021-07-07,6.4783,6.4791,6.4554,6.4781
2021-07-08,6.4715,6.4898,6.4685,6.4715
2021-07-09,6.4891,6.4895,6.4695,6.4891
2021-07-10,6.4891,6.4895,6.4695,6.4891
2021-07-11,6.4891,6.4895,6.4695,6.4891
2021-07-12,6.478,6.478,6.4639,6.478
2021-07-13,6.4746,6.4746,6.4532,6.4746
2021-07-14,6.4675,6.476,6.4485,6.4675
2021-07-15,6.4681,6.4687,6.4507,6.4683
2021-07-16,6.4599,6.4785,6.4564,6.4601
2021-07-17,6.4599,6.4785,6.4564,6.4601
2021-07-18,6.4599,6.4785,6.4564,6.4601
2021-07-19,6.4782,6.4902,6.4766,6.4782
2021-07-20,6.4894,6.4895,6.4727,6.4894
2021-07-21,6.4839,6.4844,6.4611,6.4839
2021-07-22,6.467,6.4697,6.4557,6.467
2021-07-23,6.4697,6.4806,6.4616,6.4697
2021-07-24,6.4697,6.4806,6.4616,6.4697
2021-07-25,6.4697,6.4806,6.4616,6.4697
2021-07-26,6.4804,6.4863,6.4729,6.4804
2021-07-27,6.4817,6.5105,6.4733,6.4817
2021-07-28,6.5097,6.5103,6.4874,6.5097
2021-07-29,6.4894,6.4899,6.4464,6.4894
2021-07-30,6.4553,6.4666,6.4432,6.4553
2021-07-31,6.4553,6.4666,6.4432,6.4553
2021-08-01,6.4553,6.4666,6.4432,6.4553
2021-08-02,6.4605,6.4675,6.451,6.4605
2021-08-03,6.4612,6.4694,6.4534,6.461
2021-08-04,6.4692,6.4694,6.4498,6.4692
2021-08-05,6.4652,6.4658,6.452,6.4652
2021-08-06,6.4603,6.4833,6.4603,6.4603
2021-08-07,6.4603,6.4833,6.4603,6.4603
2021-08-08,6.4603,6.4833,6.4603,6.4603
2021-08-09,6.4825,6.4869,6.4678,6.4825
2021-08-10,6.4852,6.4855,6.4692,6.4852
2021-08-11,6.4848,6.4873,6.4709,6.4849
2021-08-12,6.4782,6.4797,6.4657,6.4782
2021-08-13,6.4784,6.4822,6.4666,6.4783
2021-08-14,6.4784,6.4822,6.4666,6.4783
2021-08-15,6.4784,6.4822,6.4666,6.4783
2021-08-16,6.4764,6.4792,6.4727,6.4764
2021-08-17,6.4736,6.4861,6.4675,6.4736
2021-08-18,6.4851,6.4853,6.471,6.4851
2021-08-19,6.4832,6.4974,6.4828,6.4832
2021-08-20,6.4937,6.5031,6.4894,6.4937
2021-08-21,6.4937,6.5031,6.4894,6.4937
2021-08-22,6.4937,6.5031,6.4894,6.4937
2021-08-23,6.4916,6.4954,6.4715,6.4916
2021-08-24,6.48,6.4832,6.4686,6.48
2021-08-25,6.4699,6.4783,6.4675,6.4699
2021-08-26,6.4749,6.4856,6.4725,6.4749
2021-08-27,6.4805,6.4867,6.4694,6.4805
2021-08-28,6.4805,6.4867,6.4694,6.4805
2021-08-29,6.4805,6.4867,6.4694,6.4805
2021-08-30,6.4708,6.4708,6.4577,6.4708
2021-08-31,6.4651,6.4709,6.4508,6.4651
2021-09-01,6.4596,6.468,6.4544,6.4596
2021-09-02,6.4589,6.4623,6.4462,6.459
2021-09-03,6.4554,6.4601,6.4327,6.4554
2021-09-04,6.4554,6.4601,6.4327,6.4554
2021-09-05,6.4554,6.4601,6.4327,6.4554